,property_type,district,land_m2,property_m2,year,unit_level,freehold,price_m2,mall_count,school_count,park_count,river_count,lake_count,rail_station_count,incoming_ridership_within_1km,outgoing_ridership_within_1km,total_ridership_within_1km,walk_dist_to_mall,walk_dist_to_school,walk_dist_to_park,walk_dist_to_river,walk_dist_to_lake,walk_dist_to_rail_station,dist_to_mall,dist_to_school,dist_to_park,dist_to_river,dist_to_lake,dist_to_rail_station,transit,market_cluster_id
20367,condominium/apartment,petaling,82.62,82.62,2023,9,1,4357.3,1,4,14,0,2,0,0,0,0,1.029,0.52,0.219,2.33,1.943,2.386,0.843,0.245,0.144,1.613,0.702,2.88,1,PE_076
12969,flat,hulu langat,68.0,68.0,2023,1,0,3014.71,10,10,6,1,0,0,0,0,0,0.707,1.065,0.965,1.019,2.44,1.735,0.872,1.1,1.171,1.221,2.643,2.137,1,HU_015
37718,condominium/apartment,kuala lumpur,25.0,25.0,2023,1,1,118960.0,5,9,2,2,3,5,414002,482543,896545,0.872,0.686,1.442,2.167,0.873,1.331,0.81,0.824,1.332,1.97,0.693,1.517,1,KU_044
48588,2 - 2 1/2 storey terraced,sepang,130.06,126.0,2023,0,0,4936.51,1,5,2,3,0,0,0,0,0,0.452,0.874,0.823,1.316,6.618,21.457,0.63,0.655,1.05,1.684,6.262,22.427,0,SE_114
48642,2 - 2 1/2 storey terraced,sepang,126.0,111.48,2023,0,0,5319.34,1,5,2,3,0,0,0,0,0,0.452,0.874,0.823,1.316,6.618,21.457,0.63,0.655,1.05,1.684,6.262,22.427,0,SE_114
11458,condominium/apartment,petaling,90.0,90.0,2023,4,0,4333.33,5,6,12,5,1,2,90338,81823,172161,0.257,0.789,0.617,2.994,1.36,2.028,0.224,0.437,0.621,1.335,1.587,1.15,1,PE_062
3401,2 - 2 1/2 storey terraced,hulu langat,279.0,147.0,2023,0,1,6122.45,2,1,22,1,0,0,0,0,0,0.26,1.309,0.423,3.692,1.839,3.686,0.164,0.119,0.505,3.448,1.977,3.617,1,HU_014
21476,flat,petaling,61.0,61.0,2023,3,0,2540.98,8,2,4,1,1,0,0,0,0,0.036,0.979,0.113,4.139,4.232,2.287,0.0,1.629,0.492,1.622,6.228,2.253,1,PE_066
52421,condominium/apartment,petaling,76.0,76.0,2024,4,1,3815.79,1,0,0,0,2,0,0,0,0,1.44,4.584,1.457,4.485,0.625,11.01,1.523,4.617,1.456,4.532,1.372,11.822,0,PE_014
46683,2 - 2 1/2 storey terraced,putrajaya,192.0,167.0,2023,0,1,4640.72,5,3,1,0,0,0,0,0,0,1.42,1.664,1.277,21.0,5.954,7.128,1.332,1.634,1.878,21.0,7.191,8.101,0,PU_140
55171,flat,hulu langat,77.0,77.0,2023,3,1,1753.25,4,2,4,0,1,0,0,0,0,0.452,2.66,0.062,5.005,3.311,7.309,1.159,2.506,0.128,4.437,4.501,6.39,0,HU_036
67344,low-cost house,hulu langat,84.0,77.0,2024,0,0,4740.26,4,4,2,1,0,0,0,0,0,0.502,0.612,1.756,3.033,4.808,5.337,0.4,0.588,3.188,4.619,5.204,7.133,0,HU_026
8053,2 - 2 1/2 storey terraced,sepang,336.0,165.0,2023,0,1,8303.03,1,0,9,5,3,0,0,0,0,0.37,1.921,0.13,0.014,1.075,2.625,0.37,1.823,0.13,0.014,1.074,3.078,1,SE_053
37035,town house,kuala lumpur,172.0,172.0,2024,0,1,3953.49,5,7,3,9,0,0,0,0,0,0.345,0.573,0.18,0.468,2.186,4.039,0.38,0.274,0.18,0.468,2.115,4.285,1,KU_032
32058,condominium/apartment,kuala lumpur,11.0,11.0,2023,23,1,56363.64,4,22,2,3,1,2,163241,144884,308125,0.239,0.352,1.37,1.171,1.656,0.8,0.321,0.091,2.741,2.598,2.619,1.325,1,KU_030
47841,2 - 2 1/2 storey terraced,hulu selangor,262.22,121.0,2024,0,1,4834.71,0,0,0,1,0,0,0,0,0,3.323,3.6,2.77,2.878,6.772,21.0,3.612,4.823,2.8,5.178,7.241,28.143,0,HU_046
22306,2 - 2 1/2 storey terraced,gombak,78.0,77.0,2024,0,0,6883.12,11,4,9,20,0,0,0,0,0,0.372,0.473,0.108,0.472,2.306,4.954,0.356,0.323,0.108,0.472,2.694,4.763,1,GO_004
38545,1 - 1 1/2 storey semi-detached,kuala langat,328.21,102.0,2023,0,0,5225.49,0,1,2,0,0,0,0,0,0,2.676,1.89,2.686,6.997,8.222,13.465,2.627,1.701,2.686,7.554,9.424,24.44,0,KU_006
32672,condominium/apartment,hulu langat,115.0,115.0,2023,9,1,3478.26,3,0,16,1,2,0,0,0,0,1.094,2.075,0.213,2.62,0.745,2.951,1.448,2.47,0.0,2.587,0.768,2.896,1,HU_014
8782,flat,kuala lumpur,5.1,5.1,2023,2,0,35294.12,1,5,3,1,1,0,0,0,0,2.143,0.364,1.647,4.832,5.743,4.961,0.265,0.265,0.265,1.114,0.265,5.641,1,KU_033
36356,condominium/apartment,kuala lumpur,20.0,20.0,2024,25,1,82400.0,23,17,7,5,0,7,1664905,1531593,3196498,0.711,0.508,0.838,0.977,1.748,0.889,0.725,1.044,1.296,1.346,1.858,1.346,1,KU_044
21508,low-cost flat,petaling,61.0,61.0,2023,12,0,3934.43,8,2,4,1,1,0,0,0,0,0.036,0.979,0.113,4.139,4.232,2.287,0.0,1.629,0.492,1.622,6.228,2.253,1,PE_066
58181,1 - 1 1/2 storey terraced,klang,131.0,110.0,2024,0,1,3254.55,0,1,1,0,0,0,0,0,0,1.848,1.414,0.541,3.196,7.279,10.242,2.145,1.61,0.675,4.612,8.238,10.517,0,KL_066
62149,2 - 2 1/2 storey terraced,kuala langat,201.0,177.78,2024,0,1,3937.45,1,2,3,1,0,0,0,0,0,1.175,0.863,0.447,9.011,12.356,13.465,1.254,0.905,0.226,8.13,14.068,24.44,0,KU_006
42271,2 - 2 1/2 storey terraced,gombak,203.0,143.0,2023,0,1,3496.5,0,2,5,0,1,0,0,0,0,2.27,0.362,0.453,2.644,1.914,20.907,2.703,0.205,0.288,2.485,0.562,30.271,0,GO_004
43392,2 - 2 1/2 storey terraced,hulu langat,181.0,143.0,2023,0,1,4545.45,0,0,2,4,0,0,0,0,0,1.91,2.601,0.129,4.821,7.609,14.827,1.868,2.584,0.129,0.166,5.178,14.862,0,HU_035
26051,2 - 2 1/2 storey terraced,petaling,167.22,156.0,2023,0,1,5641.03,3,5,9,0,1,1,34057,35131,69188,0.411,1.643,0.424,3.031,2.735,2.201,0.543,1.62,0.382,2.989,4.83,2.132,1,PE_066
46318,2 - 2 1/2 storey terraced,kuala selangor,167.0,147.0,2023,0,0,5102.04,2,0,3,0,2,0,0,0,0,1.344,3.64,0.841,6.334,0.957,21.0,1.731,3.694,0.134,7.767,1.229,21.0,0,KU_081
20735,1 - 1 1/2 storey terraced,klang,111.48,65.0,2024,0,1,7676.92,2,0,4,3,1,0,0,0,0,0.578,2.274,0.7,0.84,1.327,3.583,0.384,2.28,0.711,0.968,3.685,4.018,1,KL_018
62660,2 - 2 1/2 storey terraced,gombak,148.0,130.0,2024,0,1,3653.85,1,2,2,8,0,0,0,0,0,1.002,1.866,0.857,0.812,4.064,12.012,0.943,2.021,1.174,1.174,5.24,34.95,0,GO_001
60532,2 - 2 1/2 storey terraced,gombak,109.0,96.0,2024,0,0,4791.67,0,3,6,1,1,0,0,0,0,1.737,1.506,0.027,2.797,2.213,21.06,1.566,1.39,0.235,2.346,1.062,32.598,0,GO_004
46671,2 - 2 1/2 storey terraced,putrajaya,388.0,226.0,2023,0,1,5752.21,0,0,1,0,0,0,0,0,0,3.007,2.602,3.156,21.0,6.259,6.759,3.133,2.374,3.853,21.0,6.029,6.758,0,PU_139
34122,condominium/apartment,kuala lumpur,12.7,12.7,2025,13,0,44881.89,23,18,5,4,0,6,1765727,1590671,3356398,0.658,0.0,0.899,1.439,1.751,0.978,0.532,0.0,1.376,1.912,1.708,1.488,1,KU_044
25922,2 - 2 1/2 storey terraced,petaling,369.0,147.0,2023,0,1,11224.49,4,14,13,6,0,0,0,0,0,1.069,0.488,0.889,1.354,3.307,1.524,1.034,0.368,1.028,1.753,5.529,1.524,1,PE_069
30537,condominium/apartment,sepang,100.0,100.0,2024,4,0,2800.0,0,1,0,1,0,0,0,0,0,3.393,1.505,1.602,2.839,1.95,3.6,5.416,2.429,2.169,2.946,1.86,8.387,1,SE_057
36869,low-cost house,kuala lumpur,80.0,55.0,2024,0,1,6854.55,4,10,6,0,0,2,402940,380538,783478,0.599,0.322,0.172,1.629,1.972,0.238,0.609,0.239,0.199,1.618,2.166,0.238,1,KU_034
65657,condominium/apartment,hulu langat,120.0,120.0,2023,15,1,3291.67,4,6,1,8,0,0,0,0,0,0.494,0.817,1.202,0.723,3.713,10.371,0.39,0.812,1.349,0.743,3.854,9.606,0,HU_024
29244,condominium/apartment,kuala lumpur,9.4,9.4,2023,2,1,43297.87,3,5,2,2,0,0,0,0,0,0.245,0.25,0.903,1.239,2.922,1.874,0.443,0.499,0.872,1.09,2.4,2.498,1,KU_030
36780,condominium/apartment,petaling,82.0,82.0,2023,3,0,2439.02,2,8,14,0,0,0,0,0,0,1.573,1.291,1.112,3.625,5.739,4.873,1.585,1.106,0.142,3.762,4.457,7.631,1,PE_077
47640,1 - 1 1/2 storey terraced,hulu selangor,121.0,66.0,2024,0,0,4545.45,1,2,0,8,0,0,0,0,0,0.854,0.78,7.365,0.462,5.7,21.0,0.496,0.197,7.516,0.741,4.243,28.143,0,HU_046
28918,condominium/apartment,petaling,87.0,87.0,2023,2,1,4022.99,12,9,22,3,5,4,0,82349,82349,1.32,1.032,0.786,3.493,3.068,2.153,1.204,1.366,0.594,4.274,2.533,3.342,1,PE_071
28852,condominium/apartment,petaling,81.0,81.0,2023,1,1,5061.73,8,2,10,1,1,2,66881,60086,126967,0.328,1.257,0.942,2.578,1.78,0.0,0.464,1.697,0.791,2.203,2.248,0.0,1,PE_065
16810,condominium/apartment,petaling,96.0,96.0,2023,9,0,5520.83,8,3,7,1,0,2,340737,303940,644677,0.727,1.074,1.64,2.614,2.641,0.743,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_070
45894,2 - 2 1/2 storey terraced,kuala langat,127.0,79.0,2023,0,0,6848.1,0,0,0,0,0,0,0,0,0,3.248,3.356,4.053,10.502,3.91,13.465,3.316,3.116,4.062,10.789,5.112,24.44,0,KU_006
65541,flat,hulu selangor,65.3,65.3,2024,3,0,1148.55,1,2,0,7,1,0,0,0,0,1.145,0.412,5.294,1.279,1.984,21.0,1.283,0.215,5.365,1.291,3.023,28.143,0,HU_039
35759,flat,petaling,74.0,74.0,2024,4,0,2500.0,10,7,1,1,0,2,0,96697,96697,0.121,1.299,1.714,1.66,8.621,1.16,0.188,1.367,1.782,1.636,9.371,2.532,1,PE_061
16666,2 - 2 1/2 storey terraced,petaling,172.0,143.1,2024,0,0,6708.6,10,3,4,3,0,2,305051,278659,583710,1.251,0.928,1.257,1.765,2.815,1.299,1.28,0.84,1.644,1.864,3.287,1.299,1,PE_075
50129,low-cost flat,gombak,60.0,60.0,2023,3,0,2300.0,1,0,3,1,0,0,0,0,0,1.012,3.959,0.494,2.624,2.888,8.749,0.0,0.0,0.0,0.217,1.082,3.601,0,GO_003
26931,2 - 2 1/2 storey terraced,petaling,147.0,143.06,2023,0,0,4578.5,8,8,10,2,0,2,66186,66443,132629,0.492,0.609,0.389,3.192,2.283,2.951,0.558,1.485,0.196,1.988,2.696,1.824,1,PE_062
51980,low-cost flat,petaling,65.0,65.0,2024,5,1,3076.92,0,0,2,0,0,0,0,0,0,2.484,2.756,1.06,6.52,2.363,11.985,2.39,2.728,0.264,6.729,3.077,12.96,0,PE_014
52915,2 - 2 1/2 storey semi-detached,petaling,325.0,207.0,2024,0,1,9082.13,1,0,2,0,4,0,0,0,0,1.784,1.898,0.328,5.244,2.307,8.243,2.534,1.966,0.411,7.736,0.794,8.33,0,PE_014
20934,1 - 1 1/2 storey terraced,kuala lumpur,130.43,85.0,2024,0,1,6823.53,6,7,9,3,4,0,0,0,0,0.691,0.414,0.558,2.812,0.598,1.939,0.691,0.347,0.565,2.757,0.598,1.987,1,KU_038
24865,2 - 2 1/2 storey terraced,kuala lumpur,288.0,181.6,2024,0,0,8810.57,2,5,4,4,1,2,15050,64745,79795,0.463,0.936,0.301,2.724,1.204,0.745,0.499,0.749,0.354,1.418,3.511,2.327,1,KU_042
46065,2 - 2 1/2 storey terraced,kuala selangor,162.0,130.0,2023,0,1,5153.85,2,1,1,0,0,0,0,0,0,2.293,1.513,1.439,3.577,6.627,21.0,1.856,1.601,1.8,3.4,6.645,21.0,0,KU_077
28240,condominium/apartment,kuala lumpur,9.0,9.0,2024,0,1,38888.89,9,9,1,1,0,0,0,0,0,0.661,0.743,2.758,1.046,3.34,4.296,1.012,0.679,3.706,0.976,5.944,5.423,1,KU_037
32293,condominium/apartment,kuala lumpur,11.2,11.2,2023,18,0,44642.86,15,10,10,4,1,0,0,0,0,0.0,0.469,0.45,1.221,1.249,1.867,0.0,0.588,0.474,1.229,0.704,2.131,1,KU_041
18868,condominium/apartment,petaling,86.0,86.0,2024,7,0,5767.44,5,3,7,0,0,1,160061,144055,304116,0.353,1.101,0.59,3.343,1.666,0.608,0.0,1.953,1.375,3.69,2.612,1.442,1,PE_070
22919,2 - 2 1/2 storey terraced,hulu langat,231.3,95.0,2024,0,1,9473.68,6,4,2,0,0,0,0,0,0,0.463,0.67,0.201,2.786,2.999,3.091,0.683,0.541,0.201,2.779,2.734,3.524,1,HU_016
15703,1 - 1 1/2 storey terraced,petaling,130.0,74.0,2023,0,0,6081.08,6,5,4,3,0,0,0,0,0,0.527,0.359,0.136,2.136,8.837,3.122,0.618,0.786,0.358,1.518,7.991,4.979,1,PE_068
9073,low-cost flat,gombak,5.2,5.2,2024,4,0,40384.62,6,9,2,8,0,1,160487,166880,327367,0.774,0.482,2.224,1.158,5.139,4.32,0.774,0.531,2.317,1.234,4.946,6.566,1,GO_008
28139,condominium/apartment,kuala lumpur,9.0,9.0,2023,9,0,57222.22,3,19,3,3,0,1,93450,81107,174557,0.841,0.629,1.896,0.762,1.724,0.73,3.156,3.468,3.085,2.786,3.177,4.329,1,KU_030
45284,2 - 2 1/2 storey terraced,klang,100.0,100.0,2023,0,0,3300.0,0,0,0,3,0,0,0,0,0,2.819,3.19,2.826,0.401,5.543,6.662,3.311,3.34,3.208,0.401,6.069,7.697,0,KL_058
59623,2 - 2 1/2 storey semi-detached,klang,416.0,316.0,2024,0,1,5696.2,1,2,2,2,0,0,0,0,0,1.21,1.728,2.029,1.104,2.551,13.028,1.12,1.763,1.941,0.408,2.468,12.92,0,KL_054
21533,2 - 2 1/2 storey semi-detached,gombak,301.14,249.0,2024,0,0,4337.35,1,1,1,0,0,0,0,0,0,0.446,1.596,0.95,1.496,4.915,3.068,0.287,1.517,0.315,1.661,5.688,39.007,1,GO_005
40406,1 - 1 1/2 storey terraced,kuala langat,148.39,74.0,2023,0,0,5635.14,0,0,0,1,0,0,0,0,0,2.492,2.415,12.396,6.405,9.185,13.465,2.481,2.355,15.515,5.754,9.111,24.44,0,KU_009
28674,condominium/apartment,petaling,79.0,79.0,2023,5,1,2025.32,7,4,2,0,0,1,73842,66416,140258,0.879,0.615,0.645,3.797,2.571,1.544,0.932,0.673,0.298,5.066,3.722,2.592,1,PE_076
56769,low-cost house,klang,74.0,55.0,2023,0,0,4000.0,0,3,1,1,0,0,0,0,0,3.282,0.397,1.101,4.039,12.909,11.011,3.012,0.201,1.1,5.285,12.313,11.876,0,KL_071
60886,2 - 2 1/2 storey terraced,hulu langat,152.0,124.49,2024,0,1,5422.12,1,2,15,3,0,0,0,0,0,1.479,0.811,0.361,2.015,2.615,5.569,1.767,1.849,0.3,1.661,2.718,5.627,0,HU_027
66267,2 - 2 1/2 storey semi-detached,petaling,304.0,297.68,2023,0,1,6574.17,0,0,0,0,0,0,0,0,0,2.879,2.748,2.437,3.788,3.144,10.238,4.4,3.194,2.469,3.866,4.339,14.382,0,PE_014
61201,2 - 2 1/2 storey terraced,hulu langat,130.0,126.0,2024,0,1,4761.9,0,0,1,0,0,0,0,0,0,3.607,3.22,2.905,6.693,8.914,6.9,3.678,3.195,2.919,6.864,8.58,8.27,0,HU_031
14411,condominium/apartment,hulu langat,75.0,75.0,2025,5,0,3333.33,4,3,3,1,0,0,0,0,0,0.306,0.838,0.974,1.179,7.75,2.249,0.56,1.16,1.017,1.504,8.137,3.676,1,HU_012
24203,2 - 2 1/2 storey terraced,klang,139.0,129.0,2024,0,1,4263.57,4,8,2,2,0,1,0,0,0,1.274,0.448,0.896,3.562,5.877,2.217,1.434,0.492,1.534,3.873,6.535,2.019,1,KL_021
19808,town house,kuala lumpur,168.0,168.0,2023,0,0,4166.67,3,7,0,1,0,2,166211,152358,318569,0.611,0.171,1.809,1.993,2.583,0.894,0.822,0.207,2.291,3.793,2.515,0.889,1,KU_028
21982,condominium/apartment,petaling,102.09,102.09,2024,19,0,6151.44,1,1,6,2,1,2,166294,161221,327515,0.194,1.464,0.782,1.183,1.328,0.776,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_062
61031,2 - 2 1/2 storey terraced,hulu langat,135.0,130.0,2024,0,0,4153.85,1,4,0,2,2,0,0,0,0,4.162,1.652,1.913,2.565,3.371,13.768,4.016,1.658,2.06,2.365,3.821,14.145,0,HU_032
43899,2 - 2 1/2 storey terraced,hulu langat,130.0,130.0,2023,0,1,5976.92,0,0,2,0,0,0,0,0,0,2.584,4.499,1.075,5.76,10.708,6.081,3.698,5.724,1.212,7.252,10.01,7.416,0,HU_037
52668,condominium/apartment,petaling,84.0,84.0,2023,10,1,3809.52,2,3,7,0,0,0,0,0,0,1.654,1.634,0.111,8.59,5.652,9.323,1.662,1.93,0.111,9.389,4.723,9.982,0,PE_014
12418,flat,kuala lumpur,64.0,64.0,2023,3,1,781.25,6,9,1,1,0,0,0,0,0,0.314,0.391,2.089,1.853,2.671,3.628,0.972,0.561,2.762,2.326,5.017,4.478,1,KU_045
24742,2 - 2 1/2 storey terraced,kuala lumpur,167.22,167.0,2024,0,1,8323.35,8,17,13,1,0,3,392977,326977,719954,0.866,0.5,0.192,1.6,6.366,0.752,0.866,0.537,0.376,1.478,9.533,1.362,1,KU_039
65789,2 - 2 1/2 storey terraced,hulu selangor,130.0,95.0,2024,0,1,2947.37,0,2,0,7,1,0,0,0,0,1.519,1.593,5.816,0.817,0.901,21.0,1.644,1.346,5.808,1.1,2.357,28.143,0,HU_039
55333,condominium/apartment,hulu langat,78.0,78.0,2023,15,0,4230.77,3,3,2,1,0,0,0,0,0,3.075,2.77,1.014,2.301,8.882,5.995,3.074,2.971,0.886,4.13,8.858,5.962,0,HU_029
12035,low-cost flat,kuala lumpur,6.1,6.1,2024,7,1,37213.11,3,9,7,5,1,0,0,0,0,0.38,0.176,0.549,0.414,1.143,3.324,0.531,0.305,0.881,0.551,1.222,3.718,1,KU_032
41858,2 - 2 1/2 storey semi-detached,kuala langat,284.0,208.0,2023,0,0,7389.42,4,2,13,0,2,0,0,0,0,1.15,2.043,0.053,9.769,1.424,13.465,1.131,2.458,0.0,9.883,0.906,24.44,0,KU_006
54747,detached,sepang,832.0,303.0,2023,0,1,5610.56,2,1,0,0,0,0,0,0,0,1.371,1.472,2.15,6.283,3.661,18.293,1.239,1.882,1.928,6.385,3.358,19.51,0,SE_106
32504,condominium/apartment,kuala lumpur,11.3,11.3,2024,11,1,48230.09,9,3,6,3,0,2,108795,94770,203565,0.229,0.559,0.676,1.035,3.763,0.399,0.229,0.365,1.219,1.526,5.724,0.399,1,KU_037
32552,condominium/apartment,hulu langat,114.0,114.0,2023,1,1,3070.18,3,0,16,1,2,0,0,0,0,1.094,2.075,0.213,2.62,0.745,2.951,1.448,2.47,0.0,2.587,0.768,2.896,1,HU_014
44875,2 - 2 1/2 storey terraced,klang,162.0,123.0,2023,0,1,4065.04,4,4,1,0,0,0,0,0,0,0.039,1.73,0.211,3.795,4.631,9.287,0.275,1.956,0.471,4.952,4.777,9.518,0,KL_057
55807,condominium/apartment,gombak,79.57,79.57,2024,11,0,3644.59,0,0,1,0,1,0,0,0,0,2.103,4.341,0.728,1.036,0.88,8.02,0.0,0.0,0.0,0.974,0.0,5.501,0,GO_003
57159,town house,hulu langat,139.0,139.0,2023,0,1,5669.06,1,1,0,1,1,0,0,0,0,1.513,0.078,3.313,5.113,3.468,14.762,1.362,0.261,3.635,5.181,3.352,15.182,0,HU_038
5170,2 - 2 1/2 storey terraced,klang,161.0,156.07,2023,0,1,3703.47,3,7,2,0,0,1,0,0,0,0.315,0.422,1.601,2.619,5.309,0.965,0.328,0.297,2.308,2.7,5.33,0.814,1,KL_022
67237,condominium/apartment,sepang,224.0,224.0,2023,9,0,2544.64,0,0,8,0,6,0,0,0,0,2.421,2.256,0.0,2.043,0.0,8.905,1.071,1.592,1.718,1.34,0.0,13.133,0,SE_107
12325,low-cost flat,hulu langat,63.0,63.0,2023,1,1,2460.32,2,2,6,0,0,0,0,0,0,0.607,0.459,0.885,4.36,9.012,3.441,1.34,0.8,1.508,4.579,10.012,3.529,1,HU_011
8682,low-cost flat,kuala lumpur,4.93,4.93,2023,3,0,50709.94,10,13,11,0,2,2,404270,404046,808316,0.322,0.28,0.897,2.309,1.259,0.997,0.635,0.312,0.94,2.3,1.28,2.025,1,KU_034
62056,2 - 2 1/2 storey terraced,klang,121.0,102.0,2024,0,1,3529.41,0,3,0,1,0,0,0,0,0,1.592,0.465,6.982,3.778,13.535,15.753,1.618,0.543,7.132,3.768,13.914,15.073,0,KL_059
53780,flat,sepang,73.39,73.39,2023,0,0,3133.94,6,1,0,1,3,0,0,0,0,0.765,0.935,4.59,6.472,1.511,9.165,0.765,1.134,4.823,6.298,1.48,10.765,0,SE_105
38979,1 - 1 1/2 storey terraced,hulu selangor,121.0,64.0,2023,0,1,5312.5,0,2,1,25,1,0,0,0,0,2.327,1.519,1.198,0.401,1.322,21.0,2.358,1.486,0.848,0.303,1.52,28.143,0,HU_049
2359,condominium/apartment,petaling,86.0,86.0,2023,1,1,3023.26,8,4,4,0,3,0,0,0,0,0.772,0.703,0.695,4.648,1.515,2.252,0.782,0.77,0.892,4.019,1.253,2.283,1,PE_062
27970,condominium/apartment,klang,89.0,89.0,2024,4,1,3146.07,3,6,1,2,0,0,0,0,0,0.437,0.562,2.004,3.208,7.022,2.108,0.591,0.641,2.152,0.676,8.15,3.456,1,KL_020
5859,2 - 2 1/2 storey terraced,kuala lumpur,240.0,166.0,2023,0,0,5903.61,4,6,1,0,0,2,128763,126594,255357,0.392,1.2,1.713,1.93,3.335,0.392,0.961,1.271,1.699,2.993,3.74,0.961,1,KU_028
9755,2 - 2 1/2 storey terraced,petaling,154.0,153.0,2023,0,1,7320.26,5,2,6,5,0,0,0,0,0,0.798,0.844,0.401,0.323,6.558,1.808,0.946,0.588,0.931,0.149,11.9,1.972,1,PE_061
12212,low-cost flat,kuala lumpur,6.2,6.2,2023,10,1,37096.77,9,2,5,1,0,2,115861,98222,214083,0.283,0.189,0.151,2.141,2.94,1.118,0.768,0.055,0.547,2.659,6.127,0.655,1,KU_037
63393,2 - 2 1/2 storey terraced,sepang,174.0,166.0,2024,0,1,3493.98,1,1,0,1,3,0,0,0,0,1.497,1.162,3.685,3.109,1.736,17.023,2.716,2.288,3.61,4.334,2.512,18.01,0,SE_109
50353,low-cost flat,klang,60.42,60.42,2024,5,0,2118.5,2,6,0,1,0,0,0,0,0,2.853,1.837,3.502,2.088,8.327,5.723,2.774,2.769,6.598,2.236,10.412,8.265,0,KL_071
14005,2 - 2 1/2 storey terraced,petaling,153.29,129.0,2023,0,1,7984.5,4,3,13,7,0,0,0,0,0,0.866,1.022,0.293,1.42,3.061,1.898,0.759,1.26,0.401,2.169,5.715,1.968,1,PE_066
42673,2 - 2 1/2 storey terraced,gombak,131.0,121.0,2023,0,1,3719.01,0,0,2,7,0,0,0,0,0,1.934,2.946,0.15,1.952,7.836,6.858,1.831,2.758,0.057,0.336,7.858,37.717,0,GO_001
58402,1 - 1 1/2 storey terraced,klang,148.0,115.0,2024,0,0,4426.09,0,0,0,0,0,0,0,0,0,4.261,4.658,1.545,6.654,2.492,12.923,4.237,4.684,1.475,6.794,2.303,12.888,0,KL_057
54963,2 - 2 1/2 storey terraced,hulu selangor,296.0,196.0,2023,0,1,3811.22,1,1,0,0,0,0,0,0,0,0.566,0.62,7.916,2.17,5.261,21.0,27.091,13.238,33.959,6.138,39.15,28.143,0,HU_044
39166,1 - 1 1/2 storey terraced,hulu selangor,130.06,75.0,2023,0,0,2666.67,0,5,0,1,0,0,0,0,0,3.873,1.709,6.908,1.586,6.301,21.0,3.784,1.649,6.855,1.495,6.295,28.143,0,HU_043
11373,low-cost flat,hulu langat,61.0,61.0,2023,10,0,2459.02,3,0,2,7,0,0,0,0,0,0.768,1.721,0.991,1.053,7.696,3.423,0.753,1.918,1.008,0.99,7.701,3.465,1,HU_010
66720,condominium/apartment,kuala selangor,12.9,12.9,2024,20,1,78294.57,0,0,1,0,0,0,0,0,0,1.731,3.083,1.524,8.736,23.932,21.0,1.757,3.22,1.558,8.739,23.923,21.0,0,KU_078
23080,2 - 2 1/2 storey terraced,hulu langat,153.0,135.7,2024,0,0,5526.9,8,4,3,1,0,1,225256,205026,430282,0.73,0.927,1.407,3.301,5.743,0.748,1.817,1.581,1.969,3.46,7.54,0.701,1,HU_013
68584,detached,hulu langat,1597.0,1047.0,2025,0,1,6208.21,0,4,5,3,0,0,0,0,0,3.171,0.097,0.921,2.415,4.07,5.016,3.418,0.874,1.594,3.113,4.352,5.64,0,HU_026
11947,low-cost flat,hulu langat,61.0,61.0,2024,3,0,2786.89,2,2,1,3,0,0,0,0,0,1.213,1.173,1.302,0.547,3.934,3.365,1.252,1.335,1.67,0.547,3.987,4.166,1,HU_015
40340,1 - 1 1/2 storey terraced,kuala langat,121.71,79.0,2023,0,0,5316.46,3,2,0,0,0,0,0,0,0,1.141,0.809,10.753,4.59,7.542,13.465,1.083,0.522,13.681,3.921,7.278,24.44,0,KU_009
58012,1 - 1 1/2 storey terraced,klang,265.0,150.0,2024,0,1,3333.33,0,1,0,0,0,0,0,0,0,3.835,0.624,10.571,7.498,12.793,13.774,3.832,0.644,10.743,7.593,13.156,13.822,0,KL_062
43342,2 - 2 1/2 storey terraced,hulu langat,225.0,225.0,2023,0,1,3435.56,0,0,0,0,0,0,0,0,0,3.057,2.675,1.788,2.321,7.351,15.931,3.348,2.714,1.892,2.32,7.901,16.018,0,HU_034
38181,condominium/apartment,kuala lumpur,43.7,43.7,2024,8,0,107551.49,5,2,3,0,3,4,626767,564294,1191061,0.944,0.712,1.166,1.993,0.971,0.442,1.106,0.593,0.724,2.112,1.315,0.393,1,KU_044
24901,2 - 2 1/2 storey terraced,kuala lumpur,98.0,89.0,2024,0,0,6022.47,8,5,3,1,1,1,0,72154,72154,0.275,0.287,1.245,3.419,0.789,1.256,0.334,0.398,1.442,2.77,3.022,4.331,1,KU_031
53480,2 - 2 1/2 storey terraced,petaling,163.0,153.0,2024,0,0,4052.29,1,0,1,1,0,0,0,0,0,0.621,4.059,2.003,2.062,4.622,10.65,0.583,4.455,3.721,3.121,5.149,8.934,0,PE_014
51523,low-cost flat,kuala lumpur,6.5,6.5,2023,4,0,23076.92,10,5,5,3,0,0,0,0,0,0.101,1.805,3.82,0.341,4.402,5.358,0.124,1.357,4.384,0.132,6.622,6.101,0,KU_117
15875,low-cost flat,petaling,56.0,56.0,2023,2,0,3392.86,4,4,2,0,0,3,123582,104631,228213,0.708,0.138,0.306,1.916,2.594,1.345,0.537,0.575,0.0,1.975,2.715,2.344,1,PE_075
